FACILITY NAME,Full Address,Street #,Street Name,Suite,City,Province,Postal Code,Ward,Performance,Exhibition / Visual Arts,Screen Based,Library,Multipurpose,Heritage,OWNERSHIP,,,
Locke Branch (TPL),"3083 Yonge Street, Toronto, ON, M4N 2K7",3083,Yonge Street,,Toronto,ON,M4N 2K7,25,1,,,1,,,City operated,,,
York Mills Collegiate Institute,"490 York Mills Road, Toronto, ON, M3B 1W6

",490,York Mills Road,,Toronto,ON,"M3B 1W6

",25,1,1,,,1,,Owned by others,,,
"St. Cuthbert's Anglican Church, Lamb's Hall Auditorium","1399 Bayview Avenue, Toronto, ON, M4G 3A6",1399,Bayview Avenue,,Toronto,ON,M4G 3A6,26,1,,,,1,,Owned by others,,,
St. Augustine of Canterbury Church,"1847 Bayview Avenue, Toronto, ON, M4G 3E4",1847,Bayview Avenue,,Toronto,ON,M4G 3E4,26,1,,,,1,,Owned by others,,,
Bennington Heights Elementary School,"76 Bennington Heights Drive, Toronto, ON, M4G 1B1",76,Bennington Heights Drive,,Toronto,ON,M4G 1B1,26,,,,,1,,Owned by others,,,
Ontario Science Centre,"770 Don Mills Road, Toronto, ON, M3C 1T3",770,Don Mills Road,,Toronto,ON,M3C 1T3,26,1,1,1,,1,,Owned by others,,,
Leaside Presbyterian Church,"670 Eglinton Avenue East, Toronto, ON, M4G 2K4",670,Eglinton Avenue East,,Toronto,ON,M4G 2K4,26,1,,,,1,,Owned by others,,,
Japanese Canadian Cultural Centre,"6 Garamond Court, Toronto, ON, M3C 1Z5",6,Garamond Court,,Toronto,ON,M3C 1Z5,26,1,1,,,,,Owned by others,,,
Studio 203,"28 Industrial Street, Toronto, ON, M4G 1Y9",28,Industrial Street,,Toronto,ON,M4G 1Y9,26,,1,,,,,Owned by others,,,
Studio 51,"51 Laird Drive, Toronto, ON, M4G 3T4",51,Laird Drive,,Toronto,ON,M4G 3T4,26,,1,,,,,Owned by others,,,
Leaside Branch (TPL),"165 McRae Drive, Toronto, ON, M4G 1S8",165,McRae Drive,,Toronto,ON,M4G 1S8,26,1,1,,1,,,City Owned,,,
Leaside Memorial Community Gardens - William Lea Room,"1073 Millwood Road, Toronto, ON, M4G 1X6",1073,Millwood Road,,Toronto,ON,M4G 1X6,26,,,,,1,,City Owned,,,
Macedonian Cultural Centre,"76 Overlea Boulevard, Toronto, ON, M4H 1C5",76,Overlea Boulevard,,Toronto,ON,M4H 1C5,26,1,,,,1,,Owned by others,,,
Flemingdon Park Branch (TPL),"29 St. Dennis Drive, Toronto, ON, M3C 3J3",29,St. Dennis Drive,,Toronto,ON,M3C 3J3,26,1,,,1,,,City operated,,,
R.V. Burgess Park,"46 Thorncliffe Park Drive, Toronto, ON, M4H 1J7",46,Thorncliffe Park Drive,,Toronto,ON,M4H 1J7,26,,1,1,,1,,City Owned,,,
Thorncliffe Branch (TPL),"48 Thorncliffe Park Drive, Toronto, ON, M4H 1J7",48,Thorncliffe Park Drive,,Toronto,ON,M4H 1J7,26,,,,1,,,City operated,,,
Dylan Ellis Gallery,"105 Vanderhoof Avenue, Toronto, ON, M4G 2H7",105,Vanderhoof Avenue,,Toronto,ON,M4G 2H7,26,,1,,,,,Owned by others,,,
Noor Cultural Centre,"123 Wynford Drive, Toronto, ON, M3C 1K1",123,Wynford Drive,,Toronto,ON,M3C 1K1,26,1,1,1,,1,,Owned by others,,,
Leaside United Church,"822 Millwood Road, Toronto, ON, M4G 1W4",822,Millwood Road,,Toronto,ON,M4G 1W4,26,1,,,,1,,Owned by others,,,
St. Anselm's Catholic Parish,"1 MacNaughton Road, Toronto, ON, M4G 3H3 ",1,MacNaughton Road,,Toronto,ON,M4G 3H3 ,26,1,,,,1,,Owned by others,,,
Leaside Dance School,"822 Millwood Road, Toronto, ON, M4G 1W4",822,Millwood Road,,Toronto,ON,M4G 1W4,26,1,,,,,,Owned by others,,,
Thorncliffe Park United Church,"16 Thorncliffe Park Drive, Toronto, ON, M4H 1H4",16,Thorncliffe Park Drive,,Toronto,ON,M4H 1H4,26,1,,,,1,,Owned by others,,,
Turning Pointe Academy of Dance,"105 Vanderhoof Avenue, Toronto, ON, M4G 2H7",105,Vanderhoof Avenue,,Toronto,ON,M4G 2H7,26,1,,,,,,Owned by others,,,
Rosedale Gym Club,"94 Laird Drive, Toronto, ON, M4G 3V2",94,Laird Drive,,Toronto,ON,M4G 3V2,26,1,,,,,,Owned by others,,,
Musica,"88 Laird Drive, Toronto, ON, M4G 3V1",88,Laird Drive,,Toronto,ON,M4G 3V1,26,1,,,,,,Owned by others,,,
Leaside Music Studio,"862 Millwood Road, Toronto, ON, M4G 1W6",862,Millwood Road,,Toronto,ON,M4G 1W6,26,1,,,,,,Owned by others,,,
Leaside High School,"200 Hanna Road, Toronto, ON, M4G 3N8",200,Hanna Road,,Toronto,ON,M4G 3N8,26,1,,,,1,,Owned by others,,,
Trace Manes Park - Community Centre,"110 Rumsey Road, Toronto, ON, M4G 1P2",110,Rumsey Road,,Toronto,ON,M4G 1P2,26,,,,,1,,City Owned,,,
Ontario Federation of Labour,"15 Gervais Drive, Suite 202, Toronto, ON, M3C 1Y8",15,Gervais Drive,Suite 202,Toronto,ON,M3C 1Y8,26,,,,,1,,Owned by others,,,
Cypriot Community Centre,"6 Thorncliffe Park Drive, Toronto, ON, M4H 2S4",6,Thorncliffe Park Drive,,Toronto,ON,M4H 2S4,26,,,,,1,,Owned by others,,,
All Canadian Self Storage,"1 Laird Drive, Toronto, ON, M4G 3S8",1,Laird Drive,,Toronto,ON,M4G 3S8,26,,,,,1,,Owned by others,,,
Amsterdam Brewery,"45 Esandar Drive, Toronto, ON, M4G 4C5",45,Esandar Drive,,Toronto,ON,M4G 4C5,26,,,,,1,,Owned by others,,,
Second Cup,"1595 Bayview Avenue, Toronto, ON, M4G 3B5",1595,Bayview Avenue,,Toronto,ON,M4G 3B5,26,1,,,,,,Owned by others,,,
Fox and Fiddle,"190 Laird Drive, Toronto, ON, M4G 3W2",190,Laird Drive,,Toronto,ON,M4G 3W2,26,1,,,,,,Owned by others,,,
State of the Art Gallery,"1541A Bayview Avenue, Toronto, ON, M4G 3B5",1541A,Bayview Avenue,,Toronto,ON,M4G 3B5,26,,1,,,,,Owned by others,,,
Bravo Academy for the Performing Arts,"150 Laird Drive, Toronto, ON, M4G 3V7",150,Laird Drive,,Toronto,ON,M4G 3V7,26,1,,,,,,Owned by others,,,
 St. Clement of Orhid - Macedonian Orthodox Cathedral,"76 Overlea Boulevard, Toronto, ON, M4H 1C5",76,Overlea Boulevard,,Toronto,ON,M4H 1C5,26,1,,,,1,,Owned by others,,,
CNIB - Toronto,"1929 Bayview Avenue, Toronto, ON, M4G 3E8",1929,Bayview Avenue,,Toronto,ON,M4G 3E8,26,,,,,1,,Owned by others,,,
Buddies in Bad Times Theatre,"12 Alexander Street, Toronto, ON, M4Y 1B4",12,Alexander Street,,Toronto,ON,M4Y 1B4,27,1,,,,,,City Owned,,,
Church Street Junior Public School,"83 Alexander Street, Toronto, ON, M4Y 1B7",83,Alexander Street,,Toronto,ON,M4Y 1B7,27,1,,,,1,,Owned by others,,,
Ingram Gallery,"49 Avenue Road, Toronto, ON, M5R 2G3",49,Avenue Road,,Toronto,ON,M5R 2G3,27,,1,,,,,Owned by others,,,
The Hazelton Place,"111 Avenue Road, Toronto, ON, M5R 3J8",111,Avenue Road,,Toronto,ON,M5R 3J8,27,,,,,1,,Owned by others,,,
De Luca Fine Art Gallery,"217 Avenue Road, Toronto, ON, M5R 2J3",217,Avenue Road,,Toronto,ON,M5R 2J3,27,,1,,,,,Owned by others,,,
Hare Krishna Centre,"243 Avenue Road, Toronto, ON, M5R 2J6",243,Avenue Road,,Toronto,ON,M5R 2J6,27,,,,,1,,Owned by others,,,
John Baird Gallery,"900 Bay Street, Toronto, ON, M7A 2E3",900,Bay Street,,Toronto,ON,M7A 2E3,27,,1,,,,,Owned by others,,,
St. Andrew's United Church,"117 Bloor Street East, Toronto, ON, M4W 3G8",117,Bloor Street East,,Toronto,ON,M4W 3G8,27,1,,,,1,,Owned by others,,,
"Global Television, Shaw Media","121 Bloor Street East, Toronto, ON, M4W 1A9",121,Bloor Street East,,Toronto,ON,M4W 1A9,27,,,1,,,,Owned by others,,,
St. Paul's Anglican Church,"227 Bloor Street East, Toronto, ON, M4W 1C8",227,Bloor Street East,,Toronto,ON,M4W 1C8,27,1,,,,1,,Owned by others,,,
Rosedale Heights Secondary School,"711 Bloor Street East, Toronto, ON, M4W 1J4",711,Bloor Street East,,Toronto,ON,M4W 1J4,27,1,,,,1,,Owned by others,,,
"Cineplex Odeon Varsity Cinemas, Indigo Books (Manulife Centre)","55 Bloor Street West, Toronto, ON, M4W 1A5",55,Bloor Street West,,Toronto,ON,M4W 1A5,27,,,1,,,,Owned by others,,,
WORKShop Inc.,"80 Bloor Street West, Concourse level Suite C1, Toronto, ON, M5S 2V1",80,Bloor Street West,Concourse level Suite C1,Toronto,ON,M5S 2V1,27,,1,,,,,Owned by others,,,
The Japan Foundation Toronto,"131 Bloor Street West, Suite 213, Toronto, ON, M5S 1R1",131,Bloor Street West,Suite 213,Toronto,ON,M5S 1R1,27,1,1,,,,,Owned by others,,,
Church of the Redeemer,"162 Bloor Street West, Toronto, ON, M5S 1M4",162,Bloor Street West,,Toronto,ON,M5S 1M4,27,1,,,,,,Owned by others,,,
Mackenzie House & Recreated Print Shop,"82 Bond Street, Toronto, ON, M5B 1X2",82,Bond Street,,Toronto,ON,M5B 1X2,27,,1,,,,1,City Owned,,,
Carlton Cinemas (Magic Lantern Theatres),"20 Carlton Street, Toronto, ON, M5B 2H5",20,Carlton Street,,Toronto,ON,M5B 2H5,27,,,1,,,,Owned by others,,,
Textile Museum of Canada,"55 Centre Avenue, Toronto, ON, M5G 2H5",55,Centre Avenue,,Toronto,ON,M5G 2H5,27,,1,,,,,Owned by others,,,
Isabel Bader Theatre,"93 Charles Street West, Toronto, ON, M5S 2C7",93,Charles Street West,,Toronto,ON,M5S 2C7,27,1,,,,,,Owned by others,,,
St. Michael's Cathedral,"200 Church Street, Toronto, ON, M5B 1Z2",200,Church Street,,Toronto,ON,M5B 1Z2,27,1,,,,,,Owned by others,,,
Woody's,"467 Church Street, Toronto, ON, M4Y 2C5",467,Church Street,,Toronto,ON,M4Y 2C5,27,,1,,,,,Owned by others,,,
Statlers Lounge,"487 Church Street, Toronto, ON, M4Y 2C6",487,Church Street,,Toronto,ON,M4Y 2C6,27,1,,,,,,Owned by others,,,
Canadian Sculpture Centre,"500 Church Street, Toronto, ON, M4Y 2C8",500,Church Street,,Toronto,ON,M4Y 2C8,27,,1,,,,,Owned by others,,,
Akasha Art Projects Gallery,"511 Church Street, Suite 200, Toronto, ON, M4Y 2C9",511,Church Street,Suite 200,Toronto,ON,M4Y 2C9,27,,1,,,,,Owned by others,,,
The 519 Church Street Community Centre (Gallery Space),"519 Church Street, Toronto, ON, M4Y 2C9",519,Church Street,,Toronto,ON,M4Y 2C9,27,,1,,,1,,City Owned,,,
Slack's,"562 Church Street, Toronto, ON, M4Y 2E3",562,Church Street,,Toronto,ON,M4Y 2E3,27,1,,,,,,Owned by others,,,
Our Lady of Perpetual Help Church,"78 Clifton Road, Toronto, ON, M4T 2G2",78,Clifton Road,,Toronto,ON,M4T 2G2,27,1,,,,,,Owned by others,,,
The Yoga Sanctuary (College Studio),"2 College Street, Suite 306, Toronto, ON, M5G 1K3",2,College Street,Suite 306,Toronto,ON,M5G 1K3,27,1,,,,,,Owned by others,,,
Police Museum and Discovery Centre,"40 College Street, Toronto, ON, M5G 2J3",40,College Street,,Toronto,ON,M5G 2J3,27,,1,,,,,Owned by others,,,
MaRs Discovery District Auditorium,"101 College Street, Toronto, ON, M5G 1L7",101,College Street,,Toronto,ON,M5G 1L7,27,,,,,1,,Owned by others,,,
Kinsman Robinson Galleries (Ontario Craft Council) ,"108 Cumberland Street, Toronto, ON, M5R 1A6",108,Cumberland Street,,Toronto,ON,M5R 1A6,27,,1,,,,,Owned by others,,,
The Guild Shop,"118 Cumberland Street, Toronto, ON, M5R 1A6",118,Cumberland Street,,Toronto,ON,M5R 1A6,27,,1,,,,,Owned by others,,,
Epique Lounge,"120 Cumberland Street, Toronto, ON, M5R 1A6",120,Cumberland Street,,Toronto,ON,M5R 1A6,27,1,1,1,,1,,Owned by others,,,
The Stone Church,"45 Davenport Road, Toronto, ON, M5R 1H2",45,Davenport Road,,Toronto,ON,M5R 1H2,27,1,,,,,,Owned by others,,,
Jesse Ketchum Junior and Senior Public School,"61 Davenport Road, Toronto, ON, M5R 1H4",61,Davenport Road,,Toronto,ON,M5R 1H4,27,1,,,,1,,Owned by others,,,
Navillus Gallery,"110 Davenport Road, Toronto, ON, M5R 3R3",110,Davenport Road,,Toronto,ON,M5R 3R3,27,,1,,,,,Owned by others,,,
Patrick International Fine Art,"190 Davenport Road, Toronto, ON, M5R 1J2",190,Davenport Road,,Toronto,ON,M5R 1J2,27,,1,,,,,Owned by others,,,
Maslak McLeod Gallery,"192 Davenport Road, Toronto, ON, M5R 1J2
",192,Davenport Road,,Toronto,ON,"M5R 1J2
",20,,1,,,,1,Owned by others,,,
Odon Wagner Gallery,"198 Davenport Road, Suite 196, Toronto, ON, M5R 1J2",198,Davenport Road,Suite 196,Toronto,ON,M5R 1J2,27,,1,,,,,Owned by others,,,
Yonge Dundas Square,"1 Dundas Street East, Toronto, ON, M5B 2R8",1,Dundas Street East,,Toronto,ON,M5B 2R8,27,1,,1,,1,,City Owned,,,
AMC Dundas 24,"10 Dundas Street East, Toronto, ON, M5B 2G9",10,Dundas Street East,,Toronto,ON,M5B 2G9,27,,,1,,,,Owned by others,,,
Habeeba Dance Studios,"179 Dundas Street East, Toronto, ON, M5A 1Z4",179,Dundas Street East,,Toronto,ON,M5A 1Z4,27,1,,,,,,Owned by others,,,
Arts & Letters Club of Toronto,"14 Elm Street, Toronto, ON, M5G 1G7",14,Elm Street,,Toronto,ON,M5G 1G7,27,1,1,,,,,Owned by others,,,
Delta Chelsea Hotel,"33 Gerrard Street East, Toronto, ON, M5G 1Z4",33,Gerrard Street East,,Toronto,ON,M5G 1Z4,27,,,,,1,,Owned by others,,,
Ryerson Theatre,"43 Gerrard Street East, Toronto, ON, M5B 1W7",43,Gerrard Street East,,Toronto,ON,M5B 1W7,27,1,,,,,,Owned by others,,,
Ryerson Theatre School,"44 Gerrard Street East, Toronto, ON, M5B 2K3",44,Gerrard Street East,,Toronto,ON,M5B 2K3,27,1,,,,,,Owned by others,,,
Gallery Arcturus,"80 Gerrard Street East, Toronto, ON, M5B 1G6",80,Gerrard Street East,,Toronto,ON,M5B 1G6,27,,1,,,,,Owned by others,,,
Modern Literature and Culture Research Centre (Ryerson University),"111 Gerrard Street East, Toronto, ON, M5B 2K3",111,Gerrard Street East,,Toronto,ON,M5B 2K3,27,,,,,1,,Owned by others,,,
Arabesque Academy,"1 Gloucester Street, Suite 107, Toronto, ON, M4Y 1L8",1,Gloucester Street,Suite 107,Toronto,ON,M4Y 1L8,27,1,,,,,,Owned by others,,,
Oakham House,"63 Gould Street, Toronto, ON, M5B 1E9",63,Gould Street,,Toronto,ON,M5B 1E9,27,,,,,1,,Owned by others,,,
Rogers Communication Centre,"80 Gould Street, Room 204, Toronto, ON, M5B 2K3",80,Gould Street,Room 204,Toronto,ON,M5B 2K3,27,,,1,,,,Owned by others,,,
Toronto Central YMCA,"20 Grosvenor Street, Toronto, ON, M4Y 2V5",20,Grosvenor Street,,Toronto,ON,M4Y 2V5,27,1,,,,1,,Owned by others,,,
Gallery Gevik,"12 Hazelton Avenue, Toronto, ON, M5R 2E2",12,Hazelton Avenue,,Toronto,ON,M5R 2E2,27,,1,,,,,Owned by others,,,
Loch Gallery,"16 Hazelton Avenue, Toronto, ON, M5R 2E2",16,Hazelton Avenue,,Toronto,ON,M5R 2E2,27,,1,,,,,Owned by others,,,
Mira Godard Gallery,"22 Hazelton Avenue, Toronto, ON, M5R 2E2",22,Hazelton Avenue,,Toronto,ON,M5R 2E2,27,,1,,,,,Owned by others,,,
"33 Hazelton Avenue (Offices of: Sable Castelli, Edward Day, Art Core)","33 Hazelton Avenue, Toronto, ON, M5R 2E2",33,Hazelton Avenue,,Toronto,ON,M5R 2E2,27,,1,,,,,Owned by others,,,
Heliconian Hall,"35 Hazelton Avenue, Toronto, ON, M5R 1M6",35,Hazelton Avenue,,Toronto,ON,M5R 1M6,27,1,1,,,1,,Owned by others,,,
Beckett Fine Art Ltd.,"212-33 Hazelton Avenue, Toronto, ON, M5R 2E3",212-33,Hazelton Avenue,,Toronto,ON,M5R 2E3,27,,1,,,,,Owned by others,,,
Al Green Sculpture Studio School,"75 Huntley Street, Toronto, ON, M4Y 2P1",75,Huntley Street,,Toronto,ON,M4Y 2P1,27,,1,,,,,Owned by others,,,
Canadian Lesbian and Gay Archives - Gallery,"34 Isabella Street, Toronto, ON, M4Y 1N1",34,Isabella Street,,Toronto,ON,M4Y 1N1,27,,,,,,,Owned by others,,,
Canada's National Ballet School,"400 Jarvis Street, Toronto, ON, M4Y 2G6",400,Jarvis Street,,Toronto,ON,M4Y 2G6,27,1,,,,1,,Owned by others,,,
Betty Oliphant Theatre (National Ballet School of Canada),"404 Jarvis Street, Toronto, ON, M4Y 2G6",404,Jarvis Street,,Toronto,ON,M4Y 2G6,27,1,,,,,,Owned by others,,,
The Blake House,"449 Jarvis Street, Toronto, ON, M4Y 2G8",449,Jarvis Street,,Toronto,ON,M4Y 2G8,27,,,,,1,,Owned by others,,,
Rosedale Presbyterian Church,"129 Mount Pleasant Road, Toronto, ON, M4W 2S3",129,Mount Pleasant Road,,Toronto,ON,M4W 2S3,27,1,,,,1,,Owned by others,,,
Metropolitan United Church,"56 Queen Street East, Toronto, ON, M5C 2Z3",56,Queen Street East,,Toronto,ON,M5C 2Z3,27,1,,,,,,Owned by others,,,
"City Hall, Nathan Phillips Square","100 Queen Street West, Toronto, ON, M5H 2N2",100,Queen Street West,,Toronto,ON,M5H 2N2,27,,1,,,1,,City Owned,,,
Gardiner Museum of Ceramic Art,"111 Queen's Park Crescent, Toronto, ON, M5S 2C7",111,Queen's Park Crescent,,Toronto,ON,M5S 2C7,27,,1,,,,,Owned by others,,,
The Reading Room @ E.J. Pratt Library,"71 Queen's Park Crescent East, Toronto, ON, M5S 1K7",71,Queen's Park Crescent East,,Toronto,ON,M5S 1K7,27,,1,,,,,Owned by others,,,
"Victoria College, Room 323","73 Queen's Park Crescent East, Toronto, ON, M5S 1K7",73,Queen's Park Crescent East,,Toronto,ON,M5S 1K7,27,,,1,,1,,Owned by others,,,
Northrop Frye Hall,"73 Queen's Park Crescent East, Toronto, ON, M5S 2C5",73,Queen's Park Crescent East,,Toronto,ON,M5S 2C5,27,,1,1,,,,Owned by others,,,
Rosedale United Church,"159 Roxborough Drive, Toronto, ON, M4W 1X7",159,Roxborough Drive,,Toronto,ON,M4W 1X7,27,1,,,,1,,Owned by others,,,
Leonardo Galleries,"112 Scollard Street, Toronto, ON, M5R 1G2",112,Scollard Street,,Toronto,ON,M5R 1G2,27,,1,,,,,Owned by others,,,
Gallery One,"121 Scollard Street, Toronto, ON, M5R 1G4",121,Scollard Street,,Toronto,ON,M5R 1G4,27,,1,,,,,Owned by others,,,
John Innes Community Recreation Centre,"150 Sherbourne Street, Toronto, ON, M5A 2R6",150,Sherbourne Street,,Toronto,ON,M5A 2R6,27,,,,,1,,City Owned,,,
Phoenix Concert Theatre,"410 Sherbourne Street, Toronto, ON, M4X 1K2",410,Sherbourne Street,,Toronto,ON,M4X 1K2,27,1,,,,,,Owned by others,,,
Our Lady of Lourdes Roman Catholic Church,"520 Sherbourne Street, Toronto, ON, M4X 1K8",520,Sherbourne Street,,Toronto,ON,M4X 1K8,27,1,,,,1,,Owned by others,,,
St. Michael's College (Alumni Hall Theatre),"12 St. Joseph Street, Toronto, ON, M5S 3C2",12,St. Joseph Street,,Toronto,ON,M5S 3C2,27,1,,,,,,Owned by others,,,
Canadian Music Centre (Chalmers House),"20 St. Joseph Street, Toronto, ON, M4Y 1J9",20,St. Joseph Street,,Toronto,ON,M4Y 1J9,27,1,1,,,1,,Owned by others,,,
St. Basil's Church,"50 St. Joseph Street, Toronto, ON, M5S 1J4",50,St. Joseph Street,,Toronto,ON,M5S 1J4,27,1,,,,,,Owned by others,,,
The Windsor Arms Hotel,"18 St. Thomas Street, Toronto, ON, M5S 3E7",18,St. Thomas Street,,Toronto,ON,M5S 3E7,27,,,,,1,,Owned by others,,,
Church of the Holy Trinity,"10 Trinity Square, Toronto, ON, M5G 1B1",10,Trinity Square,,Toronto,ON,M5G 1B1,27,1,,,,,,Owned by others,,,
AGO Art Rental + Sales Gallery,"481 University Avenue, Toronto, ON, M5G 2E9",481,University Avenue,,Toronto,ON,M5G 2E9,27,,1,,,,,Owned by others,,,
Massey Hall,"178 Victoria Street, Toronto, ON, M5B 1T6",178,Victoria Street,,Toronto,ON,M5B 1T6,27,1,,,,,,Owned by others,,,
Pantages Hotel Toronto Centre,"200 Victoria Street, Toronto, ON, M5B 1V8",200,Victoria Street,,Toronto,ON,M5B 1V8,27,,1,1,,1,,Owned by others,,,
Ed Mirvish Theatre,"244 Victoria Street, Toronto, ON, M5B 1V8",244,Victoria Street,,Toronto,ON,M5B 1V8,27,1,,,,,,Owned by others,,,
Jazz Bistro,"251 Victoria Street, Toronto, ON, M5B 1T8",251,Victoria Street,,Toronto,ON,M5B 1T8,27,1,,,,1,,Owned by others,,,
Savoy Bistro and Lounge,"253 Victoria Street, Toronto, ON, M5B 1T8",253,Victoria Street,,Toronto,ON,M5B 1T8,27,1,,,,,,Owned by others,,,
"Ryerson University: Kerr Hall West (Stills Studio Room, Library Building)","350 Victoria Street, Toronto, ON, M5B 2K3",350,Victoria Street,,Toronto,ON,M5B 2K3,27,1,,1,,1,,Owned by others,,,
St. Joseph's College School,"74 Wellesley Street West, Toronto, ON, M5S 1C5",74,Wellesley Street West,,Toronto,ON,M5S 1C5,27,1,,,,1,,Owned by others,,,
"Regis College, U of T","100 Wellesley Street West, Toronto, ON, M5S 2Z5",100,Wellesley Street West,,Toronto,ON,M5S 2Z5,27,,,,,1,,Owned by others,,,
Queen's Park,"110 Wellesley Street West, Toronto, ON, M7A 1A2",110,Wellesley Street West,,Toronto,ON,M7A 1A2,27,1,,,,1,,Owned by others,,,
Elgin & Winter Garden Theatre Centre,"189 Yonge Street, Toronto, ON, M5B 1M4",189,Yonge Street,,Toronto,ON,M5B 1M4,27,1,,,,1,,Owned by others,,,
Hard Rock Cafe (Club 279),"279 Yonge Street, Toronto, ON, M5B 1N8",279,Yonge Street,,Toronto,ON,M5B 1N8,27,1,,,,,,Owned by others,,,
The Carlu / College Park Courtyard,"444 Yonge Street, Toronto, ON, M5B 2H4",444,Yonge Street,,Toronto,ON,M5B 2H4,27,1,,,,1,,Owned by others,,,
Roberts Gallery,"641 Yonge Street, Toronto, ON, M4Y 1Z9",641,Yonge Street,,Toronto,ON,M4Y 1Z9,27,,1,,,,,Owned by others,,,
Panasonic Theatre,"651 Yonge Street, Toronto, ON, M4Y 1Z9",651,Yonge Street,,Toronto,ON,M4Y 1Z9,27,1,,,,,,Owned by others,,,
"Toronto Reference Library (Atrium, Beeton Auditorium, Bram & Bluma Appel Salon)","789 Yonge Street, Toronto, ON, M4W 2G8",789,Yonge Street,,Toronto,ON,M4W 2G8,27,1,,1,1,,,City Owned,,,
The Cookbook Store,"850 Yonge Street, Toronto, ON, M4W 2G8",850,Yonge Street,,Toronto,ON,M4W 2G8,27,,,,,1,,Owned by others,,,
Masonic Temple,"888 Yonge Street, Toronto, ON, M4W 2J2",888,Yonge Street,,Toronto,ON,M4W 2J2,27,1,,,,1,,Owned by others,,,
D&E Lake Books and Art,"1199 Yonge Street, Toronto, ON, M4T 3A8",1199,Yonge Street,,Toronto,ON,M4T 3A8,27,,1,,,1,,Owned by others,,,
Yorkville Branch (TPL),"22 Yorkville Avenue, Toronto, ON, M4W 1L4",22,Yorkville Avenue,,Toronto,ON,M4W 1L4,27,,1,,1,,,City Owned,,,
Arthur Murray Yorkville,"70 Yorkville Avenue, Toronto, ON, M5R 1B9",70,Yorkville Avenue,,Toronto,ON,M5R 1B9,27,1,,,,,,Owned by others,,,
Club V,"88 Yorkville Avenue, Toronto, ON, M5R 1C1",88,Yorkville Avenue,,Toronto,ON,M5R 1C1,27,1,,,,1,,Owned by others,,,
Hollander York Gallery,"110 Yorkville Avenue, Toronto, ON, M5R 1B9",110,Yorkville Avenue,,Toronto,ON,M5R 1B9,27,,1,,,,,Owned by others,,,
Babaluu Restaurant & Nightclub,"136 Yorkville Avenue, Toronto, ON, M5R 1C2",136,Yorkville Avenue,,Toronto,ON,M5R 1C2,27,1,,,,1,,Owned by others,,,
Liss Gallery,"140 Yorkville Avenue, Toronto, ON, M5R 1C2",140,Yorkville Avenue,,Toronto,ON,M5R 1C2,27,,1,,,,,Owned by others,,,
Courthouse Chamber Lounge,"57 Adelaide Street East, Toronto, ON, M5C 1K6",57,Adelaide Street East,,Toronto,ON,M5C 1K6,28,1,,,,,1,Owned by others,,,
Toronto's First Post Office,"260 Adelaide Street East, Toronto, ON, M5A 3W8",260,Adelaide Street East,,Toronto,ON,M5A 3W8,28,,1,,,,1,Owned by others,,,
Air Canada Centre,"40 Bay Street, Toronto, ON, M5J 2X2",40,Bay Street,,Toronto,ON,M5J 2X2,28,1,,,,,1,Owned by others,,,
"Allen Lambert Galleria, BCE Place","181 Bay Street, Toronto, ON, M5J 2T6",181,Bay Street,,Toronto,ON,M5J 2T6,28,,1,,,,1,Owned by others,,,
Design Exchange (DX),"234 Bay Street, Toronto, ON, M5K 1B2",234,Bay Street,,Toronto,ON,M5K 1B2,28,,1,,,1,1,Owned by others,,,
Ben McNally Books,"366 Bay Street, Toronto, ON, M5H 4B2",366,Bay Street,,Toronto,ON,M5H 4B2,28,1,,,,,,Owned by others,,,
Arcadian Court,"401 Bay Street, 8th Floor, Toronto, ON, M5H 2Y4",401,Bay Street,8th Floor,Toronto,ON,M5H 2Y4,28,1,,,,,,Owned by others,,,
The Hudson's Bay Company Gallery,"401 Bay Street, Toronto, ON, M5H 2Y4",401,Bay Street,,Toronto,ON,M5H 2Y4,28,,1,1,,,,Owned by others,,,
"Canadian Stage Company - Berkeley Theatre (Upstairs, Downstairs, Rehersal Hall)","26 Berkeley Street, Toronto, ON, M5A 2W3",26,Berkeley Street,,Toronto,ON,M5A 2W3,28,1,,,,,,City Owned,,,
Archive Gallery Inc.,"56 Berkeley Street, Toronto, ON, M5A 2W6",56,Berkeley Street,,Toronto,ON,M5A 2W6,28,,1,,,,1,Owned by others,,,
Alumnae Theatre,"70 Berkeley Street, Toronto, ON, M5A 2W6",70,Berkeley Street,,Toronto,ON,M5A 2W6,28,1,,,,,1,City Owned,,,
Craig Scott Gallery,"95 Berkeley Street, Toronto, ON, M5A 2W8",95,Berkeley Street,,Toronto,ON,M5A 2W8,28,,1,,,,,Owned by others,,,
Bleecker Street Housing Co-op,"85 Bleecker Street, Toronto, ON, M4X 1X1",85,Bleecker Street,,Toronto,ON,M4X 1X1,28,1,,,,1,,Owned by others,,,
St. Simon-the-Apostle Anglican Church,"525 Bloor Street East, Toronto, ON, M4W 1J1",525,Bloor Street East,,Toronto,ON,M4W 1J1,28,1,,,,1,1,Owned by others,,,
